Tempo ( s )	Posizione ( m )
16.3000	0.00000
16.4000	0.00000
16.5000	0.00000
16.6000	0.00000
16.7000	0.00000
16.8000	0.00000
16.9000	0.00000
17.0000	0.00000
17.1000	0.00000
17.2000	0.00000
17.3000	0.00000
17.4000	0.00000
17.5000	0.00000
17.6000	0.00000
17.7000	0.00000
17.8000	0.00000
17.9000	0.00000
18.0000	0.00000
18.1000	0.00000
18.2000	0.00000
18.3000	0.00000
18.4000	0.00000
18.5000	0.00000
18.6000	0.00000
18.7000	0.00000
18.8000	0.00000
18.9000	0.00000
19.0000	0.00000
19.1000	0.00000
19.2000	0.00000
19.3000	0.00000
19.4000	0.00000
19.5000	0.00000
19.6000	0.00000
19.7000	0.00000
19.8000	0.00000
19.9000	0.00000
20.0000	0.00000
20.1000	0.00000
20.2000	0.00000
20.3000	0.00000
20.4000	0.00000
20.5000	0.00000
20.6000	0.00000
20.7000	0.00000
20.8000	0.00000
20.9000	0.00000
21.0000	0.00000
21.1000	0.00000
21.2000	0.00000
21.3000	0.00000
21.4000	0.00000
21.5000	0.00000
21.6000	0.00000
21.7000	0.00000
21.8000	0.00000
21.9000	0.00000
22.0000	0.00000
22.1000	0.00000
22.2000	0.00000
22.3000	0.00000
22.4000	0.00000
22.5000	0.00000
22.6000	0.00000
22.7000	0.00000
22.8000	0.00000
22.9000	0.00000
23.0000	0.00000
23.1000	0.00000
23.2000	0.00000
23.3000	0.00000
23.4000	0.00000
23.5000	0.00000
23.6000	0.00000
23.7000	0.00000
23.8000	0.00000
23.9000	0.00000
24.0000	0.00000
24.1000	0.00000
24.2000	0.00000
24.3000	0.00000
24.4000	0.00000
24.5000	0.00000
24.6000	0.00000
24.7000	0.00000
24.8000	0.00000
24.9000	0.00000
25.0000	0.00000
25.1000	0.00000
25.2000	0.00000
25.3000	0.00000
25.4000	0.00000
25.5000	0.00000
25.6000	0.00000
25.7000	0.00000
25.8000	0.00000
25.9000	0.00000
26.0000	0.00000
26.1000	0.00000
26.2000	0.00000
26.3000	0.00000
26.4000	0.00000
26.5000	0.00000
26.6000	0.00000
26.7000	0.00000
26.8000	0.00000
26.9000	0.00000
27.0000	0.00000
27.1000	0.00000
27.2000	0.00000
27.3000	0.00000
27.4000	0.00000
27.5000	0.00000
27.6000	0.00000
27.7000	0.00000
27.8000	0.00000
27.9000	0.00000
28.0000	0.00000
28.1000	0.00000
28.2000	0.00000
28.3000	0.00000
28.4000	0.00000
28.5000	0.00000
28.6000	0.00000
28.7000	0.00000
28.8000	0.00000
28.9000	0.00000
29.0000	0.00000
29.1000	0.00000
29.2000	0.00000
29.3000	0.00000
29.4000	0.00000
29.5000	-2.50000E-4
29.6000	-3.75000E-4
29.7000	-5.62500E-4
29.8000	-8.12500E-4
29.9000	-8.12500E-4
30.0000	-8.12500E-4
30.1000	-8.12500E-4
30.2000	-8.75000E-4
30.3000	-8.75000E-4
30.4000	-8.75000E-4
30.5000	-8.75000E-4
30.6000	-8.75000E-4
30.7000	-8.75000E-4
30.8000	-8.75000E-4
30.9000	-8.75000E-4
31.0000	-9.37500E-4
31.1000	-9.37500E-4
31.2000	-9.37500E-4
31.3000	-9.37500E-4
31.4000	-9.37500E-4
31.5000	-9.37500E-4
31.6000	-9.37500E-4
31.7000	-9.37500E-4
31.8000	-0.00100
31.9000	-9.37500E-4
32.0000	-9.37500E-4
32.1000	-9.37500E-4
32.2000	-9.37500E-4
32.3000	-9.37500E-4
32.4000	-9.37500E-4
32.5000	-9.37500E-4
32.6000	-0.00100
32.7000	-0.00100
32.8000	-0.00106
32.9000	-0.00106
33.0000	-0.00100
33.1000	-9.37500E-4
33.2000	-8.75000E-4
33.3000	-7.50000E-4
33.4000	-5.62500E-4
33.5000	-3.75000E-4
33.6000	-1.87500E-4
33.7000	0.00000
33.8000	1.87500E-4
33.9000	3.75000E-4
34.0000	5.62500E-4
34.1000	7.50000E-4
34.2000	9.37500E-4
34.3000	0.00112
34.4000	0.00131
34.5000	0.00144
34.6000	0.00162
34.7000	0.00181
34.8000	0.00194
34.9000	0.00212
35.0000	0.00225
35.1000	0.00237
35.2000	0.00250
35.3000	0.00262
35.4000	0.00269
35.5000	0.00281
35.6000	0.00287
35.7000	0.00300
35.8000	0.00306
35.9000	0.00312
36.0000	0.00325
36.1000	0.00331
36.2000	0.00337
36.3000	0.00344
36.4000	0.00350
36.5000	0.00356
36.6000	0.00356
36.7000	0.00362
36.8000	0.00369
36.9000	0.00375
37.0000	0.00375
37.1000	0.00381
37.2000	0.00387
37.3000	0.00394
37.4000	0.00394
37.5000	0.00400
37.6000	0.00400
37.7000	0.00406
37.8000	0.00406
37.9000	0.00412
38.0000	0.00412
38.1000	0.00419
38.2000	0.00419
38.3000	0.00425
38.4000	0.00425
38.5000	0.00431
38.6000	0.00431
38.7000	0.00431
38.8000	0.00437
38.9000	0.00437
39.0000	0.00444
39.1000	0.00444
39.2000	0.00444
39.3000	0.00450
39.4000	0.00450
39.5000	0.00456
39.6000	0.00456
39.7000	0.00456
39.8000	0.00462
39.9000	0.00462
40.0000	0.00462
40.1000	0.00469
40.2000	0.00469
40.3000	0.00469
40.4000	0.00475
40.5000	0.00475
40.6000	0.00475
40.7000	0.00475
40.8000	0.00481
40.9000	0.00481
41.0000	0.00481
41.1000	0.00481
41.2000	0.00487
41.3000	0.00487
41.4000	0.00487
41.5000	0.00487
41.6000	0.00487
41.7000	0.00494
41.8000	0.00494
41.9000	0.00494
42.0000	0.00500
42.1000	0.00500
42.2000	0.00500
42.3000	0.00500
42.4000	0.00500
42.5000	0.00500
42.6000	0.00506
42.7000	0.00506
42.8000	0.00506
42.9000	0.00506
43.0000	0.00506
43.1000	0.00506
43.2000	0.00506
43.3000	0.00619
43.4000	0.00606
43.5000	0.00606
43.6000	0.00606
43.7000	0.00612
43.8000	0.00612
43.9000	0.00612
44.0000	0.00619
44.1000	0.00619
44.2000	0.00619
44.3000	0.00619
44.4000	0.00619
44.5000	0.00625
44.6000	0.00625
44.7000	0.00625
44.8000	0.00625
44.9000	0.00631
45.0000	0.00631
45.1000	0.00637
45.2000	0.00637
45.3000	0.00631
45.4000	0.00637
45.5000	0.00637
45.6000	0.00631
45.7000	0.00631
45.8000	0.00631
45.9000	0.00625
46.0000	0.00625
46.1000	0.00619
46.2000	0.00612
46.3000	0.00600
46.4000	0.00587
46.5000	0.00575
46.6000	0.00556
46.7000	0.00544
46.8000	0.00531
46.9000	0.00519
47.0000	0.00506
47.1000	0.00494
47.2000	0.00481
47.3000	0.00469
47.4000	0.00456
47.5000	0.00444
47.6000	0.00431
47.7000	0.00425
47.8000	0.00412
47.9000	0.00406
48.0000	0.00400
48.1000	0.00394
48.2000	0.00381
48.3000	0.00375
48.4000	0.00369
48.5000	0.00362
48.6000	0.00356
48.7000	0.00350
48.8000	0.00344
48.9000	0.00337
49.0000	0.00331
49.1000	0.00325
49.2000	0.00325
49.3000	0.00319
49.4000	0.00312
49.5000	0.00306
49.6000	0.00300
49.7000	0.00300
49.8000	0.00294
49.9000	0.00287
50.0000	0.00287
50.1000	0.00281
50.2000	0.00275
50.3000	0.00275
50.4000	0.00269
50.5000	0.00269
50.6000	0.00262
50.7000	0.00262
50.8000	0.00256
50.9000	0.00250
51.0000	0.00250
51.1000	0.00250
51.2000	0.00244
51.3000	0.00244
51.4000	0.00237
51.5000	0.00237
51.6000	0.00231
51.7000	0.00231
51.8000	0.00225
51.9000	0.00225
52.0000	0.00225
52.1000	0.00219
52.2000	0.00219
52.3000	0.00212
52.4000	0.00212
52.5000	0.00212
52.6000	0.00206
52.7000	0.00206
52.8000	0.00206
52.9000	0.00200
53.0000	0.00200
53.1000	0.00200
53.2000	0.00194
53.3000	0.00194
53.4000	0.00194
53.5000	0.00187
53.6000	0.00187
53.7000	0.00187
53.8000	0.00187
53.9000	0.00181
54.0000	0.00181
54.1000	0.00181
54.2000	0.00175
54.3000	0.00175
54.4000	0.00175
54.5000	0.00175
54.6000	0.00175
54.7000	0.00169
54.8000	0.00169
54.9000	0.00169
55.0000	0.00169
55.1000	0.00169
55.2000	0.00162
55.3000	0.00162
55.4000	0.00162
55.5000	0.00162
55.6000	0.00162
55.7000	0.00156
55.8000	0.00156
55.9000	0.00156
56.0000	0.00156
56.1000	0.00156
56.2000	0.00150
56.3000	0.00150
56.4000	0.00150
56.5000	0.00150
56.6000	0.00150
56.7000	0.00150
56.8000	0.00144
56.9000	0.00144
57.0000	0.00144
57.1000	0.00144
57.2000	0.00144
57.3000	0.00144
57.4000	0.00137
57.5000	0.00137
57.6000	0.00137
57.7000	0.00137
57.8000	0.00137
57.9000	0.00137
58.0000	0.00137
58.1000	0.00131
58.2000	0.00131
58.3000	0.00131
58.4000	0.00131
58.5000	0.00131
58.6000	0.00131
58.7000	0.00131
58.8000	0.00125
58.9000	0.00125
59.0000	0.00125
59.1000	0.00125
59.2000	0.00125
59.3000	0.00125
59.4000	0.00125
59.5000	0.00125
59.6000	0.00119
59.7000	0.00119
59.8000	0.00119
59.9000	0.00119
60.0000	0.00119
60.1000	0.00119
60.2000	0.00119
60.3000	0.00119
60.4000	0.00112
60.5000	0.00112
60.6000	0.00112
60.7000	0.00112
60.8000	0.00112
60.9000	0.00112
61.0000	0.00112
61.1000	0.00112
61.2000	0.00112
61.3000	0.00106
61.4000	0.00106
61.5000	0.00106
61.6000	0.00106
61.7000	0.00106
61.8000	0.00106
61.9000	0.00106
62.0000	0.00106
62.1000	0.00106
62.2000	0.00106
62.3000	0.00100
62.4000	0.00100
62.5000	0.00100
62.6000	0.00100
62.7000	0.00100
62.8000	0.00100
62.9000	0.00100
63.0000	0.00100
63.1000	0.00100
63.2000	0.00100
63.3000	0.00100
63.4000	9.37500E-4
63.5000	9.37500E-4
63.6000	9.37500E-4
63.7000	9.37500E-4
63.8000	9.37500E-4
63.9000	9.37500E-4
64.0000	9.37500E-4
64.1000	9.37500E-4
64.2000	9.37500E-4
64.3000	9.37500E-4
64.4000	9.37500E-4
64.5000	9.37500E-4
64.6000	9.37500E-4
64.7000	9.37500E-4
64.8000	8.75000E-4
64.9000	8.75000E-4
65.0000	8.75000E-4
65.1000	8.75000E-4
65.2000	8.75000E-4
65.3000	8.75000E-4
65.4000	8.75000E-4
65.5000	8.75000E-4
65.6000	8.75000E-4
65.7000	8.75000E-4
65.8000	8.75000E-4
65.9000	8.75000E-4
66.0000	8.75000E-4
66.1000	8.75000E-4
66.2000	8.75000E-4
66.3000	8.12500E-4
66.4000	8.12500E-4
66.5000	8.12500E-4
66.6000	8.12500E-4
66.7000	8.12500E-4
66.8000	8.12500E-4
66.9000	8.12500E-4
67.0000	8.12500E-4
67.1000	8.12500E-4
67.2000	8.12500E-4
67.3000	8.12500E-4
67.4000	8.12500E-4
67.5000	8.12500E-4
67.6000	8.12500E-4
67.7000	8.12500E-4
67.8000	8.12500E-4
67.9000	7.50000E-4
68.0000	7.50000E-4
68.1000	7.50000E-4
68.2000	7.50000E-4
68.3000	7.50000E-4
68.4000	7.50000E-4
68.5000	7.50000E-4
68.6000	7.50000E-4
68.7000	7.50000E-4
68.8000	7.50000E-4
68.9000	7.50000E-4
69.0000	7.50000E-4
69.1000	7.50000E-4
69.2000	7.50000E-4
69.3000	7.50000E-4
69.4000	7.50000E-4
69.5000	7.50000E-4
69.6000	7.50000E-4
69.7000	7.50000E-4
69.8000	6.87500E-4
69.9000	6.87500E-4
70.0000	6.87500E-4
70.1000	6.87500E-4
70.2000	6.87500E-4
70.3000	6.87500E-4
70.4000	6.87500E-4
70.5000	6.87500E-4
70.6000	6.87500E-4
70.7000	6.87500E-4
70.8000	6.87500E-4
70.9000	6.87500E-4
71.0000	6.87500E-4
71.1000	6.87500E-4
71.2000	6.87500E-4
71.3000	6.87500E-4
71.4000	6.87500E-4
71.5000	6.87500E-4
71.6000	6.87500E-4
71.7000	6.87500E-4
71.8000	6.25000E-4
71.9000	6.25000E-4
72.0000	6.25000E-4
72.1000	6.25000E-4
72.2000	6.25000E-4
72.3000	6.25000E-4
72.4000	6.25000E-4
72.5000	6.25000E-4
72.6000	6.25000E-4
72.7000	6.25000E-4
72.8000	6.25000E-4
72.9000	6.25000E-4
73.0000	6.25000E-4
73.1000	6.25000E-4
73.2000	6.25000E-4
73.3000	6.25000E-4
73.4000	6.25000E-4
73.5000	6.25000E-4
73.6000	6.25000E-4
73.7000	6.25000E-4
73.8000	6.25000E-4
73.9000	6.25000E-4
74.0000	6.25000E-4
74.1000	6.25000E-4
74.2000	6.25000E-4
74.3000	5.62500E-4
74.4000	5.62500E-4
74.5000	5.62500E-4
74.6000	5.62500E-4
74.7000	5.62500E-4
74.8000	5.62500E-4
74.9000	5.62500E-4
75.0000	5.62500E-4
75.1000	5.62500E-4
75.2000	5.62500E-4
75.3000	5.62500E-4
75.4000	5.62500E-4
75.5000	5.62500E-4
75.6000	5.62500E-4
75.7000	5.62500E-4
75.8000	5.62500E-4
75.9000	5.62500E-4
76.0000	5.62500E-4
76.1000	5.62500E-4
76.2000	5.62500E-4
76.3000	5.62500E-4
76.4000	5.62500E-4
76.5000	5.62500E-4
76.6000	5.62500E-4
76.7000	5.62500E-4
76.8000	5.62500E-4
76.9000	5.62500E-4
77.0000	5.00000E-4
77.1000	5.00000E-4
77.2000	5.00000E-4
77.3000	5.00000E-4
77.4000	5.00000E-4
77.5000	5.00000E-4
77.6000	5.00000E-4
77.7000	5.00000E-4
77.8000	5.00000E-4
77.9000	5.00000E-4
78.0000	5.00000E-4
78.1000	5.00000E-4
78.2000	5.00000E-4
78.3000	5.00000E-4
78.4000	5.00000E-4
78.5000	5.00000E-4
78.6000	5.00000E-4
78.7000	5.00000E-4
78.8000	5.00000E-4
78.9000	5.00000E-4
79.0000	5.00000E-4
79.1000	5.00000E-4
79.2000	5.00000E-4
79.3000	5.00000E-4
79.4000	5.00000E-4
79.5000	5.00000E-4
79.6000	5.00000E-4
79.7000	5.00000E-4
79.8000	5.00000E-4
79.9000	5.00000E-4
80.0000	5.00000E-4
80.1000	5.00000E-4
80.2000	5.00000E-4
80.3000	5.00000E-4
80.4000	5.00000E-4
80.5000	5.00000E-4
80.6000	5.00000E-4
80.7000	5.00000E-4
80.8000	5.00000E-4
80.9000	5.00000E-4
81.0000	4.37500E-4
81.1000	4.37500E-4
81.2000	4.37500E-4
81.3000	4.37500E-4
81.4000	4.37500E-4
81.5000	4.37500E-4
81.6000	4.37500E-4
81.7000	4.37500E-4
81.8000	4.37500E-4
81.9000	4.37500E-4
82.0000	4.37500E-4
82.1000	4.37500E-4
82.2000	4.37500E-4
82.3000	4.37500E-4
82.4000	4.37500E-4
82.5000	4.37500E-4
82.6000	4.37500E-4
82.7000	4.37500E-4
82.8000	4.37500E-4
82.9000	4.37500E-4
83.0000	4.37500E-4
83.1000	4.37500E-4
83.2000	4.37500E-4
83.3000	4.37500E-4
83.4000	4.37500E-4
83.5000	4.37500E-4
83.6000	4.37500E-4
83.7000	4.37500E-4
83.8000	4.37500E-4
83.9000	4.37500E-4
84.0000	4.37500E-4
84.1000	4.37500E-4
84.2000	4.37500E-4
84.3000	4.37500E-4
84.4000	4.37500E-4
84.5000	4.37500E-4
84.6000	4.37500E-4
84.7000	4.37500E-4
84.8000	4.37500E-4
84.9000	3.75000E-4
85.0000	3.75000E-4
85.1000	3.75000E-4
85.2000	3.75000E-4
85.3000	3.75000E-4
85.4000	3.75000E-4
85.5000	3.75000E-4
85.6000	3.75000E-4
85.7000	3.75000E-4
85.8000	3.75000E-4
85.9000	3.75000E-4
86.0000	3.75000E-4
86.1000	3.75000E-4
86.2000	3.75000E-4
86.3000	3.75000E-4
86.4000	3.75000E-4
86.5000	3.75000E-4
86.6000	3.75000E-4
86.7000	3.75000E-4
86.8000	3.75000E-4
86.9000	3.75000E-4
87.0000	3.75000E-4
87.1000	3.75000E-4
87.2000	3.75000E-4
87.3000	3.75000E-4
87.4000	3.75000E-4
87.5000	3.75000E-4
87.6000	3.75000E-4
87.7000	3.75000E-4
87.8000	3.75000E-4
87.9000	3.75000E-4
88.0000	3.75000E-4
88.1000	3.75000E-4
88.2000	3.75000E-4
88.3000	3.75000E-4
88.4000	3.75000E-4
88.5000	3.75000E-4
88.6000	3.75000E-4
88.7000	3.75000E-4
88.8000	3.75000E-4
88.9000	3.75000E-4
89.0000	3.75000E-4
89.1000	3.75000E-4
89.2000	3.75000E-4
89.3000	3.75000E-4
89.4000	3.75000E-4
89.5000	3.75000E-4
89.6000	3.75000E-4
89.7000	3.75000E-4
89.8000	3.75000E-4
89.9000	3.75000E-4
90.0000	3.12500E-4
90.1000	3.12500E-4
90.2000	3.12500E-4
90.3000	3.12500E-4
90.4000	3.12500E-4
90.5000	3.12500E-4
90.6000	3.12500E-4
90.7000	3.12500E-4
90.8000	3.12500E-4
90.9000	3.12500E-4
91.0000	3.12500E-4
91.1000	3.12500E-4
91.2000	3.12500E-4
91.3000	3.12500E-4
91.4000	3.12500E-4
91.5000	3.12500E-4
91.6000	3.12500E-4
91.7000	3.12500E-4
91.8000	3.12500E-4
91.9000	3.12500E-4
92.0000	3.12500E-4
92.1000	3.12500E-4
92.2000	3.12500E-4
92.3000	3.12500E-4
92.4000	3.12500E-4
92.5000	3.12500E-4
92.6000	3.12500E-4
92.7000	3.12500E-4
92.8000	3.12500E-4
92.9000	3.12500E-4
93.0000	3.12500E-4
93.1000	3.12500E-4
93.2000	3.12500E-4
93.3000	3.12500E-4
93.4000	3.12500E-4
93.5000	3.12500E-4
93.6000	3.12500E-4
93.7000	3.12500E-4
93.8000	3.12500E-4
93.9000	3.12500E-4
94.0000	3.12500E-4
94.1000	3.12500E-4
94.2000	3.12500E-4
94.3000	3.12500E-4
94.4000	3.12500E-4
94.5000	3.12500E-4
94.6000	3.12500E-4
94.7000	3.12500E-4
94.8000	3.12500E-4
94.9000	3.12500E-4
95.0000	3.12500E-4
95.1000	3.12500E-4
95.2000	3.12500E-4
95.3000	3.12500E-4
95.4000	3.12500E-4
95.5000	3.12500E-4
95.6000	3.12500E-4
95.7000	3.12500E-4
95.8000	3.12500E-4
95.9000	3.12500E-4
96.0000	3.12500E-4
96.1000	3.12500E-4
96.2000	3.12500E-4
96.3000	3.12500E-4
96.4000	3.12500E-4
96.5000	3.12500E-4
96.6000	3.12500E-4
96.7000	3.12500E-4
96.8000	3.12500E-4
96.9000	3.12500E-4
97.0000	2.50000E-4
97.1000	2.50000E-4
97.2000	2.50000E-4
97.3000	2.50000E-4
97.4000	2.50000E-4
97.5000	2.50000E-4
97.6000	2.50000E-4
97.7000	2.50000E-4
97.8000	2.50000E-4
97.9000	2.50000E-4
98.0000	2.50000E-4
98.1000	2.50000E-4
98.2000	2.50000E-4
98.3000	2.50000E-4
98.4000	2.50000E-4
98.5000	2.50000E-4
98.6000	2.50000E-4
98.7000	2.50000E-4
98.8000	2.50000E-4
98.9000	2.50000E-4
99.0000	2.50000E-4
99.1000	2.50000E-4
99.2000	2.50000E-4
99.3000	2.50000E-4
99.4000	2.50000E-4
99.5000	2.50000E-4
99.6000	2.50000E-4
99.7000	2.50000E-4
99.8000	2.50000E-4
99.9000	2.50000E-4
100.0000	2.50000E-4
100.1000	2.50000E-4
100.2000	2.50000E-4
100.3000	2.50000E-4
100.4000	2.50000E-4
100.5000	2.50000E-4
100.6000	2.50000E-4
100.7000	2.50000E-4
100.8000	2.50000E-4
100.9000	2.50000E-4
101.0000	2.50000E-4
101.1000	2.50000E-4
101.2000	2.50000E-4
101.3000	2.50000E-4
101.4000	2.50000E-4
101.5000	2.50000E-4
101.6000	2.50000E-4
101.7000	2.50000E-4
101.8000	2.50000E-4
101.9000	2.50000E-4
102.0000	2.50000E-4
102.1000	2.50000E-4
102.2000	2.50000E-4
102.3000	2.50000E-4
102.4000	2.50000E-4
102.5000	2.50000E-4
102.6000	2.50000E-4
102.7000	2.50000E-4
102.8000	2.50000E-4
102.9000	2.50000E-4
103.0000	2.50000E-4
103.1000	2.50000E-4
103.2000	2.50000E-4
103.3000	2.50000E-4
103.4000	2.50000E-4
103.5000	2.50000E-4
103.6000	2.50000E-4
103.7000	2.50000E-4
103.8000	2.50000E-4
103.9000	2.50000E-4
104.0000	2.50000E-4
104.1000	2.50000E-4
104.2000	2.50000E-4
104.3000	2.50000E-4
104.4000	2.50000E-4
104.5000	2.50000E-4
104.6000	2.50000E-4
104.7000	2.50000E-4
104.8000	2.50000E-4
104.9000	2.50000E-4
105.0000	2.50000E-4
105.1000	2.50000E-4
105.2000	2.50000E-4
105.3000	2.50000E-4
105.4000	2.50000E-4
105.5000	2.50000E-4
105.6000	2.50000E-4
105.7000	2.50000E-4
105.8000	2.50000E-4
105.9000	1.87500E-4
106.0000	1.87500E-4
106.1000	1.87500E-4
106.2000	1.87500E-4
106.3000	1.87500E-4
106.4000	1.87500E-4
106.5000	1.87500E-4
106.6000	1.87500E-4
106.7000	1.87500E-4
106.8000	1.87500E-4
106.9000	1.87500E-4
107.0000	1.87500E-4
107.1000	1.87500E-4
107.2000	1.87500E-4
107.3000	1.87500E-4
107.4000	1.87500E-4
